기준년도,시군명,지역교육청명,지역명,학교명,학교급명,설립구분명,제외여부,제외사유,초등1학년전입학생수(명),초등1학년전출학생수(명),초등1학년전체학생수(명),초등2학년전입학생수(명),초등2학년전출학생수(명),초등2학년전체학생수(명),초등3학년전입학생수(명),초등3학년전출학생수(명),초등3학년전체학생수(명),초등4학년전입학생수(명),초등4학년전출학생수(명),초등4학년전체학생수(명),초등5학년전입학생수(명),초등5학년전출학생수(명),초등5학년전체학생수(명),초등6학년전입학생수(명),초등6학년전출학생수(명),초등6학년전체학생수(명),중등1학년전입학생수(명),중등1학년전출학생수(명),중등1학년전체학생수(명),중등2학년전입학생수(명),중등2학년전출학생수(명),중등2학년전체학생수(명),중등3학년전입학생수(명),중등3학년전출학생수(명),중등3학년전체학생수(명),고등1학년전입학생수(명),고등1학년전출학생수(명),고등1학년전체학생수(명),고등2학년전입학생수(명),고등2학년전출학생수(명),고등2학년전체학생수(명),고등3학년전입학생수(명),고등3학년전출학생수(명),고등3학년전체학생수(명),전입학생수합계(명),전출학생수합계(명),전체학생수합계(명)
2019,이천시,경기도교육청,경기도 이천시,다원학교,,공립,N,,0,3,12,0,0,11,0,0,11,0,0,4,0,0,8,0,1,10,0,0,7,0,0,10,0,0,9,0,0,9,0,0,9,0,0,6,0,4,106
2019,파주시,경기도교육청,경기도 파주시,새얼학교,,사립,N,,3,1,4,3,1,7,0,1,11,1,0,7,1,1,8,0,0,4,0,0,10,0,0,11,0,1,12,1,0,11,1,2,14,0,0,10,10,7,109
2019,파주시,경기도교육청,경기도 파주시,자운학교,,공립,N,,0,0,12,0,0,12,1,1,9,0,0,13,3,2,11,0,0,10,0,0,12,0,0,12,0,0,10,0,0,13,0,0,13,0,0,13,4,3,140
2019,파주시,경기도교육청,경기도 파주시,자운학교,,공립,N,,0,0,12,0,0,12,1,1,9,0,0,13,3,2,11,0,0,10,0,0,12,0,0,12,0,0,10,0,0,13,0,0,13,0,0,13,4,3,140
2019,파주시,경기도교육청,경기도 파주시,새얼학교,,사립,N,,3,1,4,3,1,7,0,1,11,1,0,7,1,1,8,0,0,4,0,0,10,0,0,11,0,1,12,1,0,11,1,2,14,0,0,10,10,7,109
2019,평택시,경기도교육청,경기도 평택시,에바다학교,,사립,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,11,0,0,5,0,0,23
2019,평택시,경기도교육청,경기도 평택시,동방학교,,사립,N,,1,1,12,0,0,12,0,0,12,0,1,12,0,0,12,1,0,11,0,0,12,0,0,12,0,0,13,1,0,10,0,1,14,0,0,14,3,3,146
2019,평택시,경기도교육청,경기도 평택시,동방학교,,사립,N,,1,1,12,0,0,12,0,0,12,0,1,12,0,0,12,1,0,11,0,0,12,0,0,12,0,0,13,1,0,10,0,1,14,0,0,14,3,3,146
2019,평택시,경기도교육청,경기도 평택시,에바다학교,,사립,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,11,0,0,5,0,0,23
2019,하남시,경기도교육청,경기도 하남시,성광학교,,사립,N,,2,0,9,1,0,3,2,3,6,1,0,6,1,3,5,2,1,11,2,0,10,0,0,12,0,0,14,0,0,10,0,1,14,0,0,9,11,8,109
2019,하남시,경기도교육청,경기도 하남시,성광학교,,사립,N,,2,0,9,1,0,3,2,3,6,1,0,6,1,3,5,2,1,11,2,0,10,0,0,12,0,0,14,0,0,10,0,1,14,0,0,9,11,8,109
2019,화성시,경기도교육청,경기도 화성시,화성나래학교,,공립,N,,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,1,0,11,1,0,17,0,1,18,0,0,18,2,0,12,1,1,7,0,0,6,5,2,149
2019,화성시,경기도교육청,경기도 화성시,해원학교,,사립,N,,0,0,6,1,0,6,0,0,6,0,0,6,0,0,6,0,0,4,0,0,6,0,0,6,0,1,5,0,1,5,0,0,7,0,0,7,1,2,70
2019,화성시,경기도교육청,경기도 화성시,한우리학교,,사립,Y,유치부과정만 있는 특수학교여서 관련 내용이 없어 제외함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,화성시,경기도교육청,경기도 화성시,해원학교,,사립,N,,0,0,6,1,0,6,0,0,6,0,0,6,0,0,6,0,0,4,0,0,6,0,0,6,0,1,5,0,1,5,0,0,7,0,0,7,1,2,70
2019,화성시,경기도교육청,경기도 화성시,화성나래학교,,공립,N,,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,1,0,11,1,0,17,0,1,18,0,0,18,2,0,12,1,1,7,0,0,6,5,2,149
2019,화성시,경기도교육청,경기도 화성시,한우리학교,,사립,Y,유치부과정만 있는 특수학교여서 관련 내용이 없어 제외함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,고양시,경기도교육청,경기도 고양시 덕양구,명현학교,,사립,N,,1,0,10,0,1,8,4,1,8,1,0,7,0,0,12,1,1,8,0,1,11,3,2,12,0,1,11,0,1,14,0,1,15,0,0,14,10,9,130
2018,고양시,경기도교육청,경기도 고양시 일산서구,밝은학교,특수학교,사립,Y,(특수학교) 유치부 및 전공과 학생은 정보공시 학생 수 관련 입력에 불포함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,고양시,경기도교육청,경기도 고양시 덕양구,명현학교,특수학교,사립,N,,1,0,10,0,1,8,4,1,8,1,0,7,0,0,12,1,1,8,0,1,11,3,2,12,0,1,11,0,1,14,0,1,15,0,0,14,10,9,130
2018,고양시,경기도교육청,경기도 고양시 일산서구,홀트학교,특수학교,사립,N,,1,0,12,1,0,11,1,1,11,0,0,12,2,1,12,0,0,12,0,0,13,0,0,14,2,2,12,0,0,12,0,0,14,0,0,16,7,4,151
2018,고양시,경기도교육청,경기도 고양시 일산서구,홀트학교,,사립,N,,1,0,12,1,0,11,1,1,11,0,0,12,2,1,12,0,0,12,0,0,13,0,0,14,2,2,12,0,0,12,0,0,14,0,0,16,7,4,151
2018,고양시,교육부,경기도 고양시 일산동구,한국경진학교,특수학교,국립,N,,0,0,12,1,1,11,4,0,9,5,0,8,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,13,0,0,14,0,0,14,10,1,141
2018,고양시,경기도교육청,경기도 고양시 일산서구,밝은학교,,사립,Y,(특수학교) 유치부 및 전공과 학생은 정보공시 학생 수 관련 입력에 불포함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,고양시,교육부,경기도 고양시 일산동구,한국경진학교,,국립,N,,0,0,12,1,1,11,4,0,9,5,0,8,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,13,0,0,14,0,0,14,10,1,141
2018,광주시,경기도교육청,경기도 광주시,인덕학교,특수학교,사립,N,,7,0,7,0,0,6,0,0,6,2,0,7,0,0,6,0,0,6,12,0,12,0,0,12,0,0,7,12,0,12,0,0,11,2,0,9,35,0,101
2018,광주시,경기도교육청,경기도 광주시,동현학교,특수학교,사립,N,,2,1,3,1,0,1,0,0,3,0,2,0,0,1,2,0,0,1,1,0,5,1,0,4,0,1,4,0,0,5,0,1,4,1,0,8,6,6,40
2018,광주시,경기도교육청,경기도 광주시,광주새롬학교,특수학교,사립,N,,0,0,5,0,0,5,0,0,4,1,0,1,0,0,1,0,0,1,0,0,2,0,0,7,0,0,5,0,0,7,0,0,5,0,0,10,1,0,53
2018,광주시,경기도교육청,경기도 광주시,한사랑학교,특수학교,사립,N,,0,1,12,0,2,10,0,0,8,0,3,11,0,0,6,0,0,6,0,0,6,0,0,3,1,0,4,0,0,5,0,0,3,0,0,1,1,6,75
2018,광주시,경기도교육청,경기도 광주시,한사랑학교,,사립,N,,0,1,12,0,2,10,0,0,8,0,3,11,0,0,6,0,0,6,0,0,6,0,0,3,1,0,4,0,0,5,0,0,3,0,0,1,1,6,75
2018,광주시,경기도교육청,경기도 광주시,동현학교,,사립,N,,2,1,3,1,0,1,0,0,3,0,2,0,0,1,2,0,0,1,1,0,5,1,0,4,0,1,4,0,0,5,0,1,4,1,0,8,6,6,40
2018,광주시,경기도교육청,경기도 광주시,인덕학교,,사립,N,,7,0,7,0,0,6,0,0,6,2,0,7,0,0,6,0,0,6,12,0,12,0,0,12,0,0,7,12,0,12,0,0,11,2,0,9,35,0,101
2018,광주시,경기도교육청,경기도 광주시,광주새롬학교,,사립,N,,0,0,5,0,0,5,0,0,4,1,0,1,0,0,1,0,0,1,0,0,2,0,0,7,0,0,5,0,0,7,0,0,5,0,0,10,1,0,53
2018,김포시,경기도교육청,경기도 김포시,새솔학교,,공립,N,,1,0,6,0,0,6,0,0,5,0,0,6,0,0,6,0,0,6,1,0,13,1,1,15,1,0,6,0,0,18,1,0,13,0,0,13,5,1,113
2018,김포시,경기도교육청,경기도 김포시,새솔학교,특수학교,공립,N,,1,0,6,0,0,6,0,0,5,0,0,6,0,0,6,0,0,6,1,0,13,1,1,15,1,0,6,0,0,18,1,0,13,0,0,13,5,1,113
2018,남양주시,경기도교육청,경기도 남양주시,경은학교,,공립,N,,2,0,12,0,0,12,1,1,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,13,1,1,12,0,0,16,1,0,13,0,0,15,5,2,153
2018,남양주시,경기도교육청,경기도 남양주시,경은학교,특수학교,공립,N,,2,0,12,0,0,12,1,1,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,13,1,1,12,0,0,16,1,0,13,0,0,15,5,2,153
2018,부천시,경기도교육청,경기도 부천시,부천상록학교,,공립,N,,2,1,17,0,0,18,0,0,12,0,0,12,0,0,18,0,0,12,0,1,18,0,0,18,0,0,18,1,1,21,0,0,21,0,0,19,3,3,204
2018,부천시,경기도교육청,경기도 부천시,부천혜림학교,,사립,N,,6,0,5,0,0,6,1,0,2,0,0,4,1,0,4,1,0,2,6,0,6,0,0,5,0,0,6,7,0,7,0,0,9,0,0,7,22,0,63
2018,부천시,경기도교육청,경기도 부천시,부천혜림학교,특수학교,사립,N,,6,0,5,0,0,6,1,0,2,0,0,4,1,0,4,1,0,2,6,0,6,0,0,5,0,0,6,7,0,7,0,0,9,0,0,7,22,0,63
2018,부천시,경기도교육청,경기도 부천시,부천상록학교,특수학교,공립,N,,2,1,17,0,0,18,0,0,12,0,0,12,0,0,18,0,0,12,0,1,18,0,0,18,0,0,18,1,1,21,0,0,21,0,0,19,3,3,204
2018,성남시,경기도교육청,경기도 성남시 분당구,성은학교,,공립,N,,0,0,11,1,1,6,0,0,8,2,1,11,0,0,6,1,1,12,1,1,15,2,0,14,0,0,18,0,2,11,1,0,18,0,1,20,8,7,150
2018,성남시,경기도교육청,경기도 성남시 수정구,성남혜은학교,,공립,N,,0,0,7,0,0,6,0,0,6,1,0,11,1,0,5,0,0,6,0,1,11,0,0,11,0,1,16,1,0,16,1,0,23,0,1,17,4,3,135
2018,성남시,경기도교육청,경기도 성남시 분당구,성은학교,특수학교,공립,N,,0,0,11,1,1,6,0,0,8,2,1,11,0,0,6,1,1,12,1,1,15,2,0,14,0,0,18,0,2,11,1,0,18,0,1,20,8,7,150
2018,성남시,경기도교육청,경기도 성남시 수정구,성남혜은학교,특수학교,공립,N,,0,0,7,0,0,6,0,0,6,1,0,11,1,0,5,0,0,6,0,1,11,0,0,11,0,1,16,1,0,16,1,0,23,0,1,17,4,3,135
2018,수원시,경기도교육청,경기도 수원시 장안구,수원서광학교,특수학교,사립,N,,1,0,11,0,0,12,2,0,10,0,0,12,0,1,12,1,1,11,0,0,11,0,0,12,0,0,12,0,1,13,0,0,12,0,0,10,4,3,138
2018,수원시,경기도교육청,경기도 수원시 영통구,아름학교,,공립,N,,0,0,11,0,0,7,0,0,7,0,0,9,0,0,8,0,0,6,2,0,10,0,0,20,0,0,23,0,0,21,1,2,22,0,0,25,3,2,169
2018,수원시,경기도교육청,경기도 수원시 권선구,자혜학교,특수학교,사립,N,,0,0,6,0,0,6,1,0,6,0,0,6,0,1,5,0,0,7,0,0,3,0,0,6,0,0,6,1,0,7,0,0,6,0,0,7,2,1,71
2018,수원시,경기도교육청,경기도 수원시 장안구,수원서광학교,,사립,N,,1,0,11,0,0,12,2,0,10,0,0,12,0,1,12,1,1,11,0,0,11,0,0,12,0,0,12,0,1,13,0,0,12,0,0,10,4,3,138
2018,수원시,경기도교육청,경기도 수원시 권선구,자혜학교,,사립,N,,0,0,6,0,0,6,1,0,6,0,0,6,0,1,5,0,0,7,0,0,3,0,0,6,0,0,6,1,0,7,0,0,6,0,0,7,2,1,71
2018,수원시,경기도교육청,경기도 수원시 영통구,아름학교,특수학교,공립,N,,0,0,11,0,0,7,0,0,7,0,0,9,0,0,8,0,0,6,2,0,10,0,0,20,0,0,23,0,0,21,1,2,22,0,0,25,3,2,169
2018,안산시,교육부,경기도 안산시 상록구,한국선진학교,특수학교,국립,N,,1,1,12,0,0,12,1,0,10,0,0,12,0,0,12,0,0,12,1,0,12,0,0,12,0,1,12,0,0,14,1,1,14,0,0,13,4,3,147
2018,안산시,경기도교육청,경기도 안산시 상록구,명혜학교,,사립,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,13,0,0,10,1,0,13,0,0,14,1,0,12,2,0,73
2018,안산시,교육부,경기도 안산시 상록구,한국선진학교,,국립,N,,1,1,12,0,0,12,1,0,10,0,0,12,0,0,12,0,0,12,1,0,12,0,0,12,0,1,12,0,0,14,1,1,14,0,0,13,4,3,147
2018,안산시,경기도교육청,경기도 안산시 상록구,명혜학교,특수학교,사립,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,13,0,0,10,1,0,13,0,0,14,1,0,12,2,0,73
2018,안성시,경기도교육청,경기도 안성시,한길학교,,사립,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,6,0,0,6,0,0,8,0,0,7,0,0,7,2,0,39
2018,안성시,경기도교육청,경기도 안성시,한길학교,특수학교,사립,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,6,0,0,6,0,0,8,0,0,7,0,0,7,2,0,39
2018,안양시,경기도교육청,경기도 안양시 만안구,안양해솔학교,특수학교,공립,N,,1,1,12,0,1,10,0,0,12,0,0,12,0,1,11,0,0,12,1,0,14,1,0,19,0,0,18,1,0,18,1,0,18,0,1,24,5,4,180
2018,안양시,경기도교육청,경기도 안양시 만안구,안양해솔학교,,공립,N,,1,1,12,0,1,10,0,0,12,0,0,12,0,1,11,0,0,12,1,0,14,1,0,19,0,0,18,1,0,18,1,0,18,0,1,24,5,4,180
2018,양평군,경기도교육청,경기도 양평군,창인학교,,사립,N,,0,0,4,0,0,3,0,0,2,0,0,6,0,0,4,0,0,4,0,0,11,0,0,12,0,0,9,0,0,11,0,0,8,0,0,12,0,0,86
2018,양평군,경기도교육청,경기도 양평군,창인학교,특수학교,사립,N,,0,0,4,0,0,3,0,0,2,0,0,6,0,0,4,0,0,4,0,0,11,0,0,12,0,0,9,0,0,11,0,0,8,0,0,12,0,0,86
2018,오산시,경기도교육청,경기도 오산시,성심학교,,사립,N,,0,0,6,0,0,6,0,0,6,2,1,5,0,0,6,0,0,6,2,0,5,0,0,9,0,0,8,3,0,14,0,0,13,0,0,8,7,1,92
2018,오산시,경기도교육청,경기도 오산시,성심학교,특수학교,사립,N,,0,0,6,0,0,6,0,0,6,2,1,5,0,0,6,0,0,6,2,0,5,0,0,9,0,0,8,3,0,14,0,0,13,0,0,8,7,1,92
2018,용인시,경기도교육청,경기도 용인시 기흥구,용인강남학교,특수학교,사립,N,,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,1,12,1,0,14,0,0,12,0,0,14,1,1,148
2018,용인시,경기도교육청,경기도 용인시 기흥구,용인강남학교,,사립,N,,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,1,12,1,0,14,0,0,12,0,0,14,1,1,148
2018,의정부시,경기도교육청,경기도 의정부시,송민학교,특수학교,공립,N,,0,0,12,0,0,12,1,0,8,0,0,12,0,0,12,0,0,12,1,0,18,0,0,12,0,0,18,0,0,14,0,0,20,0,0,15,2,0,165
2018,의정부시,경기도교육청,경기도 의정부시,희망학교,특수학교,사립,Y,본교는 유아특수학교라서 해당사항 없으므로 제외함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,의정부시,경기도교육청,경기도 의정부시,송민학교,,공립,N,,0,0,12,0,0,12,1,0,8,0,0,12,0,0,12,0,0,12,1,0,18,0,0,12,0,0,18,0,0,14,0,0,20,0,0,15,2,0,165
2018,의정부시,경기도교육청,경기도 의정부시,희망학교,,사립,Y,본교는 유아특수학교라서 해당사항 없으므로 제외함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,이천시,경기도교육청,경기도 이천시,다원학교,,공립,N,,0,1,11,0,0,10,1,0,4,2,0,8,5,0,7,0,0,7,0,1,10,1,3,12,1,1,5,1,0,10,2,1,6,0,1,4,13,8,94
2018,이천시,경기도교육청,경기도 이천시,다원학교,특수학교,공립,N,,0,1,11,0,0,10,1,0,4,2,0,8,5,0,7,0,0,7,0,1,10,1,3,12,1,1,5,1,0,10,2,1,6,0,1,4,13,8,94
2018,파주시,경기도교육청,경기도 파주시,새얼학교,,사립,N,,3,0,3,5,0,7,2,0,7,1,1,8,1,0,3,1,0,13,0,1,13,0,0,12,0,1,12,0,0,14,0,1,12,1,0,9,14,4,113
2018,파주시,경기도교육청,경기도 파주시,새얼학교,특수학교,사립,N,,3,0,3,5,0,7,2,0,7,1,1,8,1,0,3,1,0,13,0,1,13,0,0,12,0,1,12,0,0,14,0,1,12,1,0,9,14,4,113
2018,파주시,경기도교육청,경기도 파주시,자운학교,,공립,N,,0,0,12,1,0,9,1,0,11,2,0,8,2,1,9,0,0,12,0,0,12,0,0,11,0,0,12,0,0,14,0,0,14,0,0,14,6,1,138
2018,파주시,경기도교육청,경기도 파주시,자운학교,특수학교,공립,N,,0,0,12,1,0,9,1,0,11,2,0,8,2,1,9,0,0,12,0,0,12,0,0,11,0,0,12,0,0,14,0,0,14,0,0,14,6,1,138
2018,평택시,경기도교육청,경기도 평택시,동방학교,,사립,N,,0,0,12,0,0,12,1,0,11,0,0,12,0,0,11,0,0,12,0,0,13,0,1,13,0,0,10,0,0,14,0,0,14,0,0,14,1,1,148
2018,평택시,경기도교육청,경기도 평택시,에바다학교,,사립,N,,2,0,4,0,0,2,1,0,4,1,0,5,3,0,3,3,0,3,0,1,5,0,0,7,0,0,12,0,1,6,1,1,8,0,0,6,11,3,65
2018,평택시,경기도교육청,경기도 평택시,동방학교,특수학교,사립,N,,0,0,12,0,0,12,1,0,11,0,0,12,0,0,11,0,0,12,0,0,13,0,1,13,0,0,10,0,0,14,0,0,14,0,0,14,1,1,148
2018,평택시,경기도교육청,경기도 평택시,에바다학교,특수학교,사립,N,,2,0,4,0,0,2,1,0,4,1,0,5,3,0,3,3,0,3,0,1,5,0,0,7,0,0,12,0,1,6,1,1,8,0,0,6,11,3,65
2018,하남시,경기도교육청,경기도 하남시,성광학교,,사립,N,,1,0,2,1,1,5,1,0,6,2,0,4,2,0,11,1,0,7,0,0,13,0,0,14,0,0,10,0,0,14,1,0,9,0,0,15,9,1,110
2018,하남시,경기도교육청,경기도 하남시,성광학교,특수학교,사립,N,,1,0,2,1,1,5,1,0,6,2,0,4,2,0,11,1,0,7,0,0,13,0,0,14,0,0,10,0,0,14,1,0,9,0,0,15,9,1,110
2018,화성시,경기도교육청,경기도 화성시,한우리학교,특수학교,사립,Y,본교는 유치부과정만 있어 해당항목에 대해서 통계자료가 없으므로 제외함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,화성시,경기도교육청,경기도 화성시,해원학교,특수학교,사립,N,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2018,화성시,경기도교육청,경기도 화성시,화성나래학교,특수학교,공립,N,,0,0,12,0,0,12,0,0,12,0,0,12,0,1,12,0,0,12,0,0,18,3,1,16,1,0,6,2,0,4,1,0,7,0,0,3,7,2,126
2018,화성시,경기도교육청,경기도 화성시,한우리학교,,사립,Y,본교는 유치부과정만 있어 해당항목에 대해서 통계자료가 없으므로 제외함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,화성시,경기도교육청,경기도 화성시,해원학교,,사립,N,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2018,화성시,경기도교육청,경기도 화성시,화성나래학교,,공립,N,,0,0,12,0,0,12,0,0,12,0,0,12,0,1,12,0,0,12,0,0,18,3,1,16,1,0,6,2,0,4,1,0,7,0,0,3,7,2,126
2017,고양시,경기도교육청,경기도 고양시 일산서구,홀트학교,,사립,N,,1,0,12,0,0,12,0,0,12,0,0,12,0,1,13,0,0,13,1,0,12,0,0,13,0,0,12,1,0,14,0,0,14,0,0,12,3,1,151
2017,고양시,교육부,경기도 고양시 일산동구,한국경진학교,특수학교,국립,N,,0,1,12,1,0,7,1,0,6,2,0,10,1,1,11,0,0,12,0,0,12,0,0,12,0,0,12,1,0,13,0,0,14,0,0,14,6,2,135
2017,고양시,경기도교육청,경기도 고양시 덕양구,명현학교,,사립,N,,0,1,8,0,0,5,1,1,6,1,0,11,0,0,9,2,2,11,1,1,12,1,1,13,1,0,12,0,0,15,1,0,14,0,0,13,8,6,129
2017,고양시,교육부,경기도 고양시 일산동구,한국경진학교,,국립,N,,0,1,12,1,0,7,1,0,6,2,0,10,1,1,11,0,0,12,0,0,12,0,0,12,0,0,12,1,0,13,0,0,14,0,0,14,6,2,135
2017,고양시,경기도교육청,경기도 고양시 일산서구,홀트학교,특수학교,사립,N,,1,0,12,0,0,12,0,0,12,0,0,12,0,1,13,0,0,13,1,0,12,0,0,13,0,0,12,1,0,14,0,0,14,0,0,12,3,1,151
2017,고양시,경기도교육청,경기도 고양시 덕양구,명현학교,특수학교,사립,N,,0,1,8,0,0,5,1,1,6,1,0,11,0,0,9,2,2,11,1,1,12,1,1,13,1,0,12,0,0,15,1,0,14,0,0,13,8,6,129
2017,광주시,경기도교육청,경기도 광주시,동현학교,,사립,N,,0,0,1,1,0,2,0,0,2,1,0,2,0,0,1,1,0,5,0,0,4,0,1,7,0,0,7,0,0,5,0,0,8,0,0,9,3,1,53
2017,광주시,경기도교육청,경기도 광주시,동현학교,특수학교,사립,N,,0,0,1,1,0,2,0,0,2,1,0,2,0,0,1,1,0,5,0,0,4,0,1,7,0,0,7,0,0,5,0,0,8,0,0,9,3,1,53
2017,광주시,경기도교육청,경기도 광주시,광주새롬학교,,사립,Y,신설학교이므로 전년도 결과 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,광주시,경기도교육청,경기도 광주시,한사랑학교,,사립,N,,0,1,11,0,2,9,0,0,11,1,0,6,0,0,7,0,0,6,0,1,4,0,0,3,1,0,5,0,0,4,0,0,0,0,0,0,2,4,66
2017,광주시,경기도교육청,경기도 광주시,인덕학교,,사립,N,,0,0,5,0,1,6,0,1,5,0,1,4,2,0,7,0,0,7,1,0,12,0,0,7,1,1,13,0,0,11,0,0,6,0,0,16,4,4,99
2017,광주시,경기도교육청,경기도 광주시,한사랑학교,특수학교,사립,N,,0,1,11,0,2,9,0,0,11,1,0,6,0,0,7,0,0,6,0,1,4,0,0,3,1,0,5,0,0,4,0,0,0,0,0,0,2,4,66
2017,광주시,경기도교육청,경기도 광주시,광주새롬학교,특수학교,사립,Y,신설학교이므로 전년도 결과 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,광주시,경기도교육청,경기도 광주시,인덕학교,특수학교,사립,N,,0,0,5,0,1,6,0,1,5,0,1,4,2,0,7,0,0,7,1,0,12,0,0,7,1,1,13,0,0,11,0,0,6,0,0,16,4,4,99
2017,김포시,경기도교육청,경기도 김포시,새솔학교,,공립,N,,0,0,6,0,0,6,0,0,6,2,2,6,1,0,5,0,0,6,0,1,15,1,0,11,2,3,16,1,0,12,0,2,15,0,1,7,7,9,111
2017,김포시,경기도교육청,경기도 김포시,새솔학교,특수학교,공립,N,,0,0,6,0,0,6,0,0,6,2,2,6,1,0,5,0,0,6,0,1,15,1,0,11,2,3,16,1,0,12,0,2,15,0,1,7,7,9,111
2017,남양주시,경기도교육청,경기도 남양주시,경은학교,,공립,N,,0,0,12,1,1,12,0,0,12,0,0,12,1,1,12,2,0,9,1,0,12,0,0,13,0,0,15,1,3,14,0,0,15,0,0,15,6,5,153
2017,남양주시,경기도교육청,경기도 남양주시,경은학교,특수학교,공립,N,,0,0,12,1,1,12,0,0,12,0,0,12,1,1,12,2,0,9,1,0,12,0,0,13,0,0,15,1,3,14,0,0,15,0,0,15,6,5,153
2017,부천시,경기도교육청,경기도 부천시,부천혜림학교,,사립,N,,6,0,3,1,0,0,0,0,4,0,0,3,1,0,0,1,0,4,0,0,6,0,0,6,0,0,7,0,0,9,0,0,7,0,0,8,9,0,57
2017,부천시,경기도교육청,경기도 부천시,부천혜림학교,특수학교,사립,N,,6,0,3,1,0,0,0,0,4,0,0,3,1,0,0,1,0,4,0,0,6,0,0,6,0,0,7,0,0,9,0,0,7,0,0,8,9,0,57
2017,부천시,경기도교육청,경기도 부천시,부천상록학교,,공립,N,,1,1,10,1,0,12,1,1,16,1,0,12,0,0,17,1,0,18,0,0,18,0,0,18,0,0,18,0,1,22,1,1,22,0,0,23,6,4,206
2017,부천시,경기도교육청,경기도 부천시,부천상록학교,특수학교,공립,N,,1,1,10,1,0,12,1,1,16,1,0,12,0,0,17,1,0,18,0,0,18,0,0,18,0,0,18,0,1,22,1,1,22,0,0,23,6,4,206
2017,성남시,경기도교육청,경기도 성남시 수정구,성남혜은학교,,공립,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,15,1,0,15,0,1,25,0,0,24,0,0,19,1,4,107
2017,성남시,경기도교육청,경기도 성남시 분당구,성은학교,특수학교,공립,N,,0,0,6,0,4,11,1,1,11,0,0,6,1,0,12,0,0,12,0,1,15,0,1,19,0,0,11,0,1,20,0,0,20,1,0,15,3,8,158
2017,성남시,경기도교육청,경기도 성남시 수정구,성남혜은학교,특수학교,공립,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,15,1,0,15,0,1,25,0,0,24,0,0,19,1,4,107
2017,성남시,경기도교육청,경기도 성남시 분당구,성은학교,,공립,N,,0,0,6,0,4,11,1,1,11,0,0,6,1,0,12,0,0,12,0,1,15,0,1,19,0,0,11,0,1,20,0,0,20,1,0,15,3,8,158
2017,수원시,경기도교육청,경기도 수원시 영통구,아름학교,특수학교,공립,N,,0,0,6,0,0,9,0,0,6,0,0,10,0,0,6,0,0,8,0,0,21,0,0,23,0,0,17,0,0,22,1,0,25,0,0,20,1,0,173
2017,수원시,경기도교육청,경기도 수원시 권선구,자혜학교,특수학교,사립,N,,0,1,6,0,0,6,0,0,6,0,0,4,1,0,5,0,0,4,1,1,6,0,0,6,0,0,6,0,1,7,0,0,7,0,0,7,2,3,70
2017,수원시,경기도교육청,경기도 수원시 장안구,수원서광학교,특수학교,사립,N,,1,1,12,0,0,10,1,0,12,2,0,11,1,1,11,2,2,12,0,0,12,1,0,11,0,0,12,0,0,12,1,2,11,0,0,14,9,6,140
